entry_id,group,historical_training_path,current_public_path,mechanism,mix_ratio_group,mix_percent_group,language,raw_public_count,count_semantics,group_mixture_weight,entry_within_group_weight,language_within_entry_weight,training_mixture_weight,normalized_reconstructed_weight
cmr_versius:00,cmr_versius,cmr-surgical-60hz/cholecystectomy_phase_gesture_prompts_v1,cmr_surgical/cholecystectomy,CMR_STATE_PROMPT,1.6,19.2,arm left: -1. left instrument: Tool #3 (None). arm right: -1. right instrument: Tool #3 (None). do a cholecystectomy,879890,current_public_raw_rows_not_exact_training_probability,0.19202611555171503,0.1608329930015254,0.05175891424928692,0.0015985292898820704,0.0016597836366662167
cmr_versius:00,cmr_versius,cmr-surgical-60hz/cholecystectomy_phase_gesture_prompts_v1,cmr_surgical/cholecystectomy,CMR_STATE_PROMPT,1.6,19.2,arm left: 1. left instrument: Tool #13 (Blue). arm right: -1. right instrument: Tool #3 (None). do a cholecystectomy,36626,current_public_raw_rows_not_exact_training_probability,0.19202611555171503,0.1608329930015254,0.0021544988501907996,6.653983312825547e-05,6.908958560335592e-05
cmr_versius:00,cmr_versius,cmr-surgical-60hz/cholecystectomy_phase_gesture_prompts_v1,cmr_surgical/cholecystectomy,CMR_STATE_PROMPT,1.6,19.2,arm left: 1. left instrument: Tool #13 (Blue). arm right: 2. right instrument: Tool #9 (Cyan). do a cholecystectomy,136756,current_public_raw_rows_not_exact_training_probability,0.19202611555171503,0.1608329930015254,0.008044576114145498,0.0002484497739116394,0.0002579701678799908
cmr_versius:00,cmr_versius,cmr-surgical-60hz/cholecystectomy_phase_gesture_prompts_v1,cmr_surgical/cholecystectomy,CMR_STATE_PROMPT,1.6,19.2,arm left: -1. left instrument: Tool #3 (None). arm right: 2. right instrument: Tool #9 (Cyan). do a cholecystectomy,14671,current_public_raw_rows_not_exact_training_probability,0.19202611555171503,0.1608329930015254,0.0008630113206779124,2.6653358046869324e-05,2.7674693124742934e-05
cmr_versius:00,cmr_versius,cmr-surgical-60hz/cholecystectomy_phase_gesture_prompts_v1,cmr_surgical/cholecystectomy,CMR_STATE_PROMPT,1.6,19.2,arm left: -1. left instrument: Tool #3 (None). arm right: 0. right instrument: Tool #14 (White). do a cholecystectomy,132871,current_public_raw_rows_not_exact_training_probability,0.19202611555171503,0.1608329930015254,0.0078160437045733,0.00024139174814570064,0.00025064168428721415
cmr_versius:00,cmr_versius,cmr-surgical-60hz/cholecystectomy_phase_gesture_prompts_v1,cmr_surgical/cholecystectomy,CMR_STATE_PROMPT,1.6,19.2,arm left: 1. left instrument: Tool #13 (Blue). arm right: 0. right instrument: Tool #14 (White). do a cholecystectomy,60981,current_public_raw_rows_not_exact_training_probability,0.19202611555171503,0.1608329930015254,0.003587164702219329,0.00011078647856697827,0.00011503172663349116
cmr_versius:00,cmr_versius,cmr-surgical-60hz/cholecystectomy_phase_gesture_prompts_v1,cmr_surgical/cholecystectomy,CMR_STATE_PROMPT,1.6,19.2,arm left: 1. left instrument: Tool #0 (Blue). arm right: -1. right instrument: Tool #3 (None). do a cholecystectomy,84203,current_public_raw_rows_not_exact_training_probability,0.19202611555171503,0.1608329930015254,0.004953182621160266,0.00015297476024950842,0.0001588366290765953
cmr_versius:00,cmr_versius,cmr-surgical-60hz/cholecystectomy_phase_gesture_prompts_v1,cmr_surgical/cholecystectomy,CMR_STATE_PROMPT,1.6,19.2,arm left: 1. left instrument: Tool #0 (Blue). arm right: 2. right instrument: Tool #8 (Green). do a cholecystectomy,3052601,current_public_raw_rows_not_exact_training_probability,0.19202611555171503,0.1608329930015254,0.17956712020398855,0.005545775163740123,0.005758284773177248
cmr_versius:00,cmr_versius,cmr-surgical-60hz/cholecystectomy_phase_gesture_prompts_v1,cmr_surgical/cholecystectomy,CMR_STATE_PROMPT,1.6,19.2,arm left: -1. left instrument: Tool #3 (None). arm right: 2. right instrument: Tool #8 (Green). do a cholecystectomy,71126,current_public_raw_rows_not_exact_training_probability,0.19202611555171503,0.1608329930015254,0.004183937236353159,0.00012921728201497018,0.00013416878353148836
cmr_versius:00,cmr_versius,cmr-surgical-60hz/cholecystectomy_phase_gesture_prompts_v1,cmr_surgical/cholecystectomy,CMR_STATE_PROMPT,1.6,19.2,arm left: 0. left instrument: Tool #14 (White). arm right: 0. right instrument: Tool #14 (White). do a cholecystectomy,322410,current_public_raw_rows_not_exact_training_probability,0.19202611555171503,0.1608329930015254,0.018965542900945112,0.0005857343853787158,0.0006081792522901213
cmr_versius:00,cmr_versius,cmr-surgical-60hz/cholecystectomy_phase_gesture_prompts_v1,cmr_surgical/cholecystectomy,CMR_STATE_PROMPT,1.6,19.2,arm left: 1. left instrument: Tool #0 (Blue). arm right: 2. right instrument: Tool #9 (Cyan). do a cholecystectomy,163035,current_public_raw_rows_not_exact_training_probability,0.19202611555171503,0.1608329930015254,0.009590419921390734,0.0002961918225868271,0.00030754165316559636
cmr_versius:00,cmr_versius,cmr-surgical-60hz/cholecystectomy_phase_gesture_prompts_v1,cmr_surgical/cholecystectomy,CMR_STATE_PROMPT,1.6,19.2,arm left: 1. left instrument: Tool #0 (Blue). arm right: 0. right instrument: Tool #14 (White). do a cholecystectomy,38848,current_public_raw_rows_not_exact_training_probability,0.19202611555171503,0.1608329930015254,0.002285206447119865,7.057662418408968e-05,7.328106322064029e-05
cmr_versius:00,cmr_versius,cmr-surgical-60hz/cholecystectomy_phase_gesture_prompts_v1,cmr_surgical/cholecystectomy,CMR_STATE_PROMPT,1.6,19.2,arm left: -1. left instrument: Tool #3 (None). arm right: 2. right instrument: Tool #9 (Orange). do a cholecystectomy,5143,current_public_raw_rows_not_exact_training_probability,0.19202611555171503,0.1608329930015254,0.00030253338029081204,9.34348172824272e-06,9.701516375199572e-06
cmr_versius:00,cmr_versius,cmr-surgical-60hz/cholecystectomy_phase_gesture_prompts_v1,cmr_surgical/cholecystectomy,CMR_STATE_PROMPT,1.6,19.2,arm left: 1. left instrument: Tool #13 (Green). arm right: 2. right instrument: Tool #9 (Orange). do a cholecystectomy,106652,current_public_raw_rows_not_exact_training_probability,0.19202611555171503,0.1608329930015254,0.006273729355390956,0.00019375870372944634,0.0002011833802153966
